"Timestamp (Africa/Kigali)","Battery Monitor State of Charge (%)","Battery Monitor Discharged Energy (kWh)","Battery Monitor Charged Energy (kWh)","Solar Charger Battery Power (W)","Solar Charger PV Power (W)","System Overview AC Consumption (W)","System Overview Battery Power (W)"
2019-07-20 00:03:00,98.4,38.57,NA,0,0,35,-46.026001
2019-07-20 00:18:00,98.3,38.58,NA,0,0,35,-45.990002
2019-07-20 00:33:00,98.3,38.59,NA,0,0,36,-45.963001
2019-07-20 00:48:00,98.2,38.6,NA,0,0,36,-45.936001
2019-07-20 01:03:00,98.1,38.62,NA,0,0,36,-45.909
2019-07-20 01:18:00,98.1,38.63,NA,0,0,37,-50.970001
2019-07-20 01:33:00,98,38.64,NA,0,0,36,-45.863998
2019-07-20 01:48:00,98,38.65,NA,0,0,36,-45.846001
2019-07-20 02:03:00,97.9,38.66,NA,0,0,35,-45.819
2019-07-20 02:18:00,97.9,38.67,NA,0,0,35,-45.810001
2019-07-20 02:33:00,97.8,38.69,NA,0,0,35,-45.800999
2019-07-20 02:44:00,97.8,NA,NA,0,0,37,-50.880001
2019-07-20 02:44:00,97.8,NA,NA,0,0,37,-50.880001
2019-07-20 02:44:00,97.8,NA,NA,0,0,37,-50.869999
2019-07-20 02:45:00,97.8,38.7,NA,0,0,37,-45.792
2019-07-20 02:45:00,97.8,NA,NA,0,0,34,-45.792
2019-07-20 02:45:00,97.8,NA,NA,0,0,35,-45.792
2019-07-20 02:48:00,97.8,NA,NA,0,0,34,-45.792
2019-07-20 03:03:00,97.7,38.71,NA,0,0,36,-45.783001
2019-07-20 03:18:00,97.6,38.72,NA,0,0,35,-45.783001
2019-07-20 03:33:00,97.6,38.73,NA,0,0,35,-45.783001
2019-07-20 03:39:00,97.6,38.74,NA,0,0,35,-45.773998
2019-07-20 03:39:00,97.6,NA,NA,0,0,35,-45.773998
2019-07-20 03:40:00,97.6,NA,NA,0,0,35,-45.773998
2019-07-20 03:40:00,97.6,NA,NA,0,0,32,-45.773998
2019-07-20 03:42:00,97.6,NA,NA,0,0,35,-45.773998
2019-07-20 03:42:00,97.6,NA,NA,0,0,34,-45.773998
2019-07-20 03:46:00,97.5,NA,NA,0,0,35,-45.773998
2019-07-20 03:47:00,97.5,NA,NA,0,0,36,-45.773998
2019-07-20 03:47:00,97.5,NA,NA,0,0,35,-45.773998
2019-07-20 03:48:00,97.5,NA,NA,0,0,34,-45.773998
2019-07-20 04:03:00,97.5,38.76,NA,0,0,35,-45.773998
2019-07-20 04:18:00,97.4,38.77,NA,0,0,35,-45.764999
2019-07-20 04:33:00,97.4,38.78,NA,0,0,35,-45.764999
2019-07-20 04:48:00,97.3,38.79,NA,0,0,34,-45.764999
2019-07-20 05:03:00,97.3,38.8,NA,0,0,35,-45.756001
2019-07-20 05:18:00,97.2,38.81,NA,0,0,34,-45.756001
2019-07-20 05:33:00,97.1,38.82,NA,0,0,34,-45.756001
2019-07-20 05:48:00,97.1,38.84,NA,0,0,35,-45.747002
2019-07-20 06:03:00,97,38.85,NA,0,0,34,-45.747002
2019-07-20 06:18:00,97,38.86,NA,0,0,34,-45.747002
2019-07-20 06:33:00,96.9,38.87,NA,0,0,34,-45.747002
2019-07-20 06:48:00,96.9,38.88,NA,0,0,34,-45.747002
2019-07-20 06:57:00,96.8,NA,NA,5,6,33,-45.747002
2019-07-20 06:57:00,96.8,38.89,NA,0,0,33,-45.747002
2019-07-20 07:03:00,96.8,NA,NA,5,6,33,-40.664001
2019-07-20 07:18:00,96.7,38.91,NA,10,11,38,-45.756001
2019-07-20 07:33:00,96.7,NA,NA,46,50,36,0
2019-07-20 07:48:00,96.7,38.92,NA,98,99,38,41.456001
2019-07-20 08:03:00,96.7,NA,44.56,68,69,43,5.214
2019-07-20 08:18:00,100,NA,44.57,236,244,43,177.044998
2019-07-20 08:33:00,100,NA,44.62,350,359,46,289.326996
2019-07-20 08:48:00,100,NA,44.68,244,256,47,189.664993
2019-07-20 09:03:00,100,NA,44.75,400,412,47,344.471985
2019-07-20 09:10:00,100,NA,44.79,493,507,43,429.825012
2019-07-20 09:10:00,100,NA,NA,494,506,47,430.5
2019-07-20 09:12:00,100,NA,44.8,452,463,46,382.770996
2019-07-20 09:12:00,100,NA,NA,487,497,47,418.290009
2019-07-20 09:14:00,100,NA,44.82,452,455,48,377.256012
2019-07-20 09:18:00,100,NA,44.84,304,309,45,237.789993
2019-07-20 09:29:00,100,NA,44.88,407,415,44,343.559998
2019-07-20 09:33:00,100,NA,44.9,362,374,49,298.480011
2019-07-20 09:47:00,100,NA,NA,310,319,46,246.820007
2019-07-20 09:47:00,100,NA,44.97,310,319,46,246.820007
2019-07-20 09:47:00,100,NA,NA,310,319,45,246.863007
2019-07-20 09:47:00,100,NA,NA,310,319,44,246.820007
2019-07-20 09:48:00,100,NA,NA,310,319,46,246.820007
2019-07-20 10:03:00,100,NA,45.03,264,275,46,206.675995
2019-07-20 10:06:00,100,NA,45.04,264,270,44,200.934998
2019-07-20 10:06:00,100,NA,NA,264,270,44,200.934998
2019-07-20 10:10:00,100,NA,45.05,253,261,45,195.194
2019-07-20 10:18:00,100,NA,45.06,149,153,42,93.533997
2019-07-20 10:33:00,100,NA,45.08,132,139,40,82.544998
2019-07-20 10:48:00,100,NA,45.1,132,134,42,71.539001
2019-07-20 11:03:00,100,NA,45.12,116,121,39,66.036003
2019-07-20 11:18:00,100,NA,45.14,110,113,38,60.533001
2019-07-20 11:33:00,100,NA,45.15,105,108,37,55.029999
2019-07-20 11:38:00,100,NA,NA,99,104,37,49.518002
2019-07-20 11:48:00,100,NA,45.16,99,104,37,49.527
2019-07-20 12:03:00,100,NA,45.17,88,95,38,49.527
2019-07-20 12:18:00,100,NA,45.19,88,95,36,44.023998
2019-07-20 12:33:00,100,NA,45.2,83,89,37,33.012001
2019-07-20 12:48:00,100,NA,45.21,88,90,37,38.521
2019-07-20 13:03:00,100,NA,45.22,83,89,37,33.012001
2019-07-20 13:18:00,100,NA,NA,83,85,37,33.018002
2019-07-20 13:33:00,100,NA,45.23,83,86,39,33.018002
2019-07-20 13:48:00,100,NA,45.24,83,84,39,27.514999
2019-07-20 14:03:00,100,NA,45.25,83,86,44,27.514999
2019-07-20 14:18:00,100,NA,NA,77,81,39,27.514999
2019-07-20 14:33:00,100,NA,45.26,77,78,41,22.007999
2019-07-20 14:48:00,100,NA,NA,77,79,40,22.011999
2019-07-20 15:03:00,100,NA,45.27,72,76,39,22.011999
2019-07-20 15:18:00,100,NA,45.28,77,76,41,22.011999
2019-07-20 15:33:00,100,NA,NA,72,74,39,22.016001
2019-07-20 15:48:00,100,NA,45.29,77,77,42,22.011999
2019-07-20 16:03:00,100,NA,NA,72,74,42,16.509001
2019-07-20 16:18:00,100,NA,NA,66,67,37,11.006
2019-07-20 16:33:00,100,NA,45.3,66,67,39,11.006
2019-07-20 16:48:00,100,NA,NA,61,68,40,11.008
2019-07-20 17:03:00,100,NA,NA,61,65,40,11.006
2019-07-20 17:18:00,100,NA,45.31,66,69,41,11.006
2019-07-20 17:33:00,100,NA,NA,66,69,41,11.006
2019-07-20 17:48:00,100,NA,NA,66,69,40,11.006
2019-07-20 18:03:00,100,NA,45.32,66,69,40,11.006
2019-07-20 18:17:00,100,NA,NA,55,60,42,0
2019-07-20 18:18:00,100,NA,NA,38,42,40,-10.91
2019-07-20 18:19:00,100,NA,NA,38,44,38,-10.872
2019-07-20 18:33:00,100,NA,NA,11,14,41,-42.192001
2019-07-20 18:48:00,99.9,38.93,NA,0,6,40,-46.602001
2019-07-20 19:03:00,99.9,38.95,NA,0,2,38,-51.59
2019-07-20 19:16:00,99.8,NA,NA,5,3,38,-51.549999
2019-07-20 19:16:00,99.8,38.96,NA,5,3,38,-51.549999
2019-07-20 19:18:00,99.8,NA,NA,0,0,38,-51.549999
2019-07-20 19:33:00,99.7,38.97,NA,0,0,37,-46.395
2019-07-20 19:48:00,99.7,38.98,NA,0,0,32,-41.264
2019-07-20 20:03:00,99.6,38.99,NA,0,0,33,-41.256001
2019-07-20 20:18:00,99.5,39.01,NA,0,0,65,-77.025002
2019-07-20 20:33:00,99.4,39.03,NA,0,0,65,-71.917999
2019-07-20 20:48:00,99.3,39.05,NA,0,0,33,-46.376999
2019-07-20 21:03:00,99.3,39.06,NA,0,0,32,-46.368
2019-07-20 21:18:00,99.2,39.07,NA,0,0,36,-46.359001
2019-07-20 21:33:00,99.2,39.08,NA,0,0,37,-41.192001
2019-07-20 21:48:00,99.1,39.1,NA,0,0,34,-46.332001
2019-07-20 22:03:00,99.1,39.11,NA,0,0,35,-51.459999
2019-07-20 22:18:00,99,39.12,NA,0,0,35,-46.313999
2019-07-20 22:33:00,98.9,39.13,NA,0,0,36,-46.296001
2019-07-20 22:48:00,98.9,39.14,NA,0,0,35,-46.286999
2019-07-20 23:03:00,98.8,39.15,NA,0,0,35,-46.278
2019-07-20 23:18:00,98.8,39.17,NA,0,0,35,-46.269001
2019-07-20 23:33:00,98.7,39.18,NA,0,0,34,-46.259998
2019-07-20 23:48:00,98.7,39.19,NA,0,0,36,-46.242001
2019-07-21 00:03:00,98.6,39.2,NA,0,0,32,-46.250999
2019-07-21 00:18:00,98.6,39.21,NA,0,0,32,-41.104
2019-07-21 00:33:00,98.5,39.22,NA,0,0,32,-41.088001
2019-07-21 00:48:00,98.5,39.23,NA,0,0,32,-41.080002
2019-07-21 01:03:00,98.4,39.24,NA,0,0,32,-41.063999
2019-07-21 01:18:00,98.4,39.25,NA,0,0,35,-46.179001
2019-07-21 01:33:00,98.3,39.26,NA,0,0,32,-41.040001
2019-07-21 01:48:00,98.3,39.27,NA,0,0,32,-41.023998
2019-07-21 02:03:00,98.2,39.28,NA,0,0,33,-41.015999
2019-07-21 02:18:00,98.2,39.3,NA,0,0,32,-41
2019-07-21 02:33:00,98.1,39.31,NA,0,0,34,-46.106998
2019-07-21 02:48:00,98.1,39.32,NA,0,0,33,-40.976002
2019-07-21 03:03:00,98,39.33,NA,0,0,33,-46.089001
2019-07-21 03:05:00,98,NA,NA,0,0,33,-46.070999
2019-07-21 03:06:00,98,NA,NA,0,0,34,-46.070999
2019-07-21 03:06:00,98,NA,NA,0,0,33,-46.070999
2019-07-21 03:08:00,98,NA,NA,0,0,34,-46.070999
2019-07-21 03:08:00,98,NA,NA,0,0,35,-46.070999
2019-07-21 03:08:00,98,NA,NA,0,0,33,-46.070999
2019-07-21 03:09:00,98,NA,NA,0,0,34,-46.070999
2019-07-21 03:09:00,98,NA,NA,0,0,33,-46.070999
2019-07-21 03:13:00,98,39.34,NA,0,0,34,-46.062
2019-07-21 03:18:00,98,NA,NA,0,0,33,-46.062
2019-07-21 03:33:00,97.9,39.35,NA,0,0,33,-40.936001
2019-07-21 03:48:00,97.9,39.36,NA,0,0,34,-46.035
2019-07-21 04:03:00,97.8,39.37,NA,0,0,32,-40.911999
2019-07-21 04:18:00,97.8,39.38,NA,0,0,32,-40.896
2019-07-21 04:33:00,97.7,39.39,NA,0,0,33,-40.888
2019-07-21 04:48:00,97.7,39.4,NA,0,0,32,-40.863998
2019-07-21 05:03:00,97.6,39.41,NA,0,0,32,-40.863998
2019-07-21 05:18:00,97.5,39.42,NA,0,0,33,-40.848
2019-07-21 05:33:00,97.5,39.44,NA,0,0,32,-40.84
2019-07-21 05:48:00,97.4,39.45,NA,0,0,32,-40.816002
2019-07-21 06:03:00,97.4,39.46,NA,0,0,32,-40.807999
2019-07-21 06:18:00,97.3,39.47,NA,0,0,32,-40.792
2019-07-21 06:33:00,97.3,39.48,NA,0,0,33,-45.873001
2019-07-21 06:48:00,97.2,39.49,NA,0,0,32,-40.759998
2019-07-21 07:01:00,97.2,NA,NA,0,6,79,-91.332001
2019-07-21 07:01:00,97.2,39.5,NA,0,0,79,-91.332001
2019-07-21 07:01:00,97.2,NA,NA,5,5,80,-91.332001
2019-07-21 07:03:00,97.2,NA,NA,5,4,79,-91.278
2019-07-21 07:18:00,97,39.53,NA,20,21,91,-91.260002
2019-07-21 07:33:00,96.9,39.55,NA,51,53,112,-86.172997
2019-07-21 07:48:00,96.8,39.56,NA,112,114,116,-25.485001
2019-07-21 08:03:00,96.9,NA,45.33,236,243,119,94.5
2019-07-21 08:18:00,100,NA,45.36,301,308,117,161.160004
2019-07-21 08:33:00,100,NA,45.38,186,188,116,42.495998
2019-07-21 08:48:00,100,NA,45.42,393,402,40,333.303986
2019-07-21 09:03:00,100,NA,45.5,340,351,40,284.959991
2019-07-21 09:12:00,100,NA,45.56,466,477,40,403.351013
2019-07-21 09:15:00,100,NA,45.57,469,480,41,406.119995
2019-07-21 09:18:00,100,NA,45.59,442,451,39,384.110992
2019-07-21 09:33:00,100,NA,45.68,356,364,36,298.115997
2019-07-21 09:48:00,100,NA,45.75,298,305,34,246.518997
2019-07-21 10:03:00,100,NA,45.8,258,265,34,206.423996
2019-07-21 10:10:00,100,NA,45.83,241,250,33,189.188995
2019-07-21 10:12:00,100,NA,NA,241,246,34,177.692001
2019-07-21 10:13:00,100,NA,NA,6,6,34,-44.048
2019-07-21 10:13:00,100,39.57,NA,6,6,34,-44.048
2019-07-21 10:13:00,100,NA,NA,0,5,33,-44
2019-07-21 10:13:00,100,NA,NA,0,4,33,-43.992001
2019-07-21 10:13:00,100,NA,NA,0,2,34,-43.984001
2019-07-21 10:13:00,100,NA,NA,0,2,34,-43.976002
2019-07-21 10:13:00,100,NA,NA,0,2,33,-43.959999
2019-07-21 10:18:00,100,NA,45.84,132,137,33,82.425003
2019-07-21 10:33:00,100,NA,45.86,121,128,41,76.944
2019-07-21 10:48:00,100,NA,45.88,121,125,38,65.940002
2019-07-21 11:03:00,100,NA,45.89,115,120,38,60.456001
2019-07-21 11:18:00,100,NA,45.91,104,109,37,54.959999
2019-07-21 11:33:00,100,NA,45.92,104,108,38,49.455002
2019-07-21 11:48:00,100,NA,45.93,99,104,37,49.464001
2019-07-21 12:03:00,100,NA,45.94,99,103,37,43.959999
2019-07-21 12:18:00,100,NA,45.95,93,99,37,43.967999
2019-07-21 12:33:00,100,NA,45.96,88,94,37,38.472
2019-07-21 12:48:00,100,NA,45.97,88,90,36,38.472
2019-07-21 13:03:00,100,NA,45.98,82,84,33,32.970001
2019-07-21 13:18:00,100,NA,45.99,82,85,36,27.475
2019-07-21 13:33:00,100,NA,46,82,84,33,32.976002
2019-07-21 13:48:00,100,NA,46.01,71,78,33,27.48
2019-07-21 14:03:00,100,NA,NA,66,72,31,21.98
2019-07-21 14:18:00,100,NA,46.02,77,80,37,27.485001
2019-07-21 14:33:00,100,NA,46.03,71,75,35,21.983999
2019-07-21 14:48:00,100,NA,NA,71,75,36,21.983999
2019-07-21 15:03:00,100,NA,46.04,66,71,35,21.983999
2019-07-21 15:18:00,100,NA,NA,71,73,37,21.983999
2019-07-21 15:33:00,100,NA,46.05,71,75,40,16.488001
2019-07-21 15:48:00,100,NA,NA,66,71,36,16.488001
2019-07-21 16:03:00,100,NA,NA,66,70,36,16.488001
2019-07-21 16:18:00,100,NA,46.06,60,65,35,10.992
2019-07-21 16:33:00,100,NA,NA,66,68,37,16.488001
2019-07-21 16:48:00,100,NA,NA,60,65,35,10.992
2019-07-21 17:03:00,100,NA,46.07,60,66,36,10.992
2019-07-21 17:18:00,100,NA,NA,71,75,42,16.488001
2019-07-21 17:33:00,100,NA,NA,66,73,42,10.994
2019-07-21 17:48:00,100,NA,46.08,71,74,44,10.992
2019-07-21 18:03:00,100,NA,NA,60,65,35,10.992
2019-07-21 18:18:00,100,NA,NA,60,65,34,10.988
2019-07-21 18:24:00,100,NA,NA,60,61,36,5.479
2019-07-21 18:25:00,100,NA,NA,60,61,35,5.44
2019-07-21 18:33:00,100,NA,NA,43,44,36,-10.762
2019-07-21 18:48:00,100,NA,NA,11,15,36,-36.785
2019-07-21 19:03:00,99.9,39.58,NA,0,2,35,-51.720001
2019-07-21 19:13:00,99.9,NA,NA,0,0,36,-46.466999
2019-07-21 19:13:00,99.9,39.59,NA,0,2,36,-46.466999
2019-07-21 19:18:00,99.9,39.6,NA,0,0,35,-46.458
2019-07-21 19:33:00,99.8,39.61,NA,0,0,81,-92.447998
2019-07-21 19:48:00,99.7,39.63,NA,0,0,42,-51.549999
2019-07-21 20:03:00,99.6,39.64,NA,0,0,37,-46.422001
2019-07-21 20:05:00,99.6,39.64,NA,0,0,37,-46.422001
2019-07-21 20:18:00,99.6,39.65,NA,0,0,35,-46.412998
2019-07-21 20:33:00,99.5,39.66,NA,0,0,35,-46.412998
2019-07-21 20:48:00,99.5,39.67,NA,0,0,35,-46.395
2019-07-21 21:03:00,99.4,39.69,NA,0,0,35,-46.386002
2019-07-21 21:18:00,99.4,39.7,NA,0,0,35,-46.376999
2019-07-21 21:33:00,99.3,39.71,NA,0,0,38,-51.5
2019-07-21 21:48:00,99.2,39.72,NA,0,0,38,-51.490002
2019-07-21 22:03:00,99.2,39.73,NA,0,0,39,-51.48
2019-07-21 22:18:00,99.1,39.75,NA,0,0,41,-51.459999
2019-07-21 22:33:00,99.1,39.76,NA,0,0,40,-51.459999
2019-07-21 22:48:00,99,39.77,NA,0,0,36,-46.305
2019-07-21 23:03:00,98.9,39.78,NA,0,0,37,-46.296001
2019-07-21 23:18:00,98.9,39.79,NA,0,0,36,-46.286999
2019-07-21 23:33:00,98.8,39.81,NA,0,0,36,-46.278
2019-07-21 23:48:00,98.8,39.82,NA,0,0,35,-46.269001
2019-07-22 00:03:00,98.7,39.83,NA,0,0,36,-46.259998
2019-07-22 00:18:00,98.7,39.84,NA,0,0,34,-46.233002
2019-07-22 00:33:00,98.6,39.85,NA,0,0,37,-46.223999
2019-07-22 00:48:00,98.5,39.87,NA,0,0,35,-46.223999
2019-07-22 01:03:00,98.5,39.88,NA,0,0,36,-46.206001
2019-07-22 01:18:00,98.4,39.89,NA,0,0,35,-46.196999
2019-07-22 01:33:00,98.4,39.9,NA,0,0,33,-41.063999
2019-07-22 01:48:00,98.3,39.91,NA,0,0,33,-46.179001
2019-07-22 02:03:00,98.3,39.92,NA,0,0,34,-41.032001
2019-07-22 02:18:00,98.2,39.93,NA,0,0,36,-46.133999
2019-07-22 02:33:00,98.2,39.95,NA,0,0,38,-51.23
2019-07-22 02:48:00,98.1,39.96,NA,0,0,35,-46.116001
2019-07-22 03:03:00,98.1,39.97,NA,0,0,34,-46.098
2019-07-22 03:18:00,98,39.98,NA,0,0,33,-46.089001
2019-07-22 03:33:00,98,39.99,NA,0,0,33,-40.959999
2019-07-22 03:48:00,97.9,40,NA,0,0,34,-46.062
2019-07-22 04:00:00,97.9,40.01,NA,0,0,34,-40.936001
2019-07-22 04:00:00,97.9,NA,NA,0,0,33,-40.936001
2019-07-22 04:03:00,97.9,NA,NA,0,0,36,-46.043999
2019-07-22 04:18:00,97.8,40.02,NA,0,0,34,-40.919998
2019-07-22 04:33:00,97.7,40.03,NA,0,0,34,-46.016998
2019-07-22 04:48:00,97.7,40.04,NA,0,0,33,-46.007999
2019-07-22 05:03:00,97.6,40.06,NA,0,0,35,-45.972
2019-07-22 05:18:00,97.6,40.07,NA,0,0,35,-45.963001
2019-07-22 05:33:00,97.5,40.08,NA,0,0,33,-40.855999
2019-07-22 05:48:00,97.5,40.09,NA,0,0,32,-40.84
2019-07-22 06:03:00,97.4,40.1,NA,0,0,33,-40.832001
2019-07-22 06:18:00,97.4,40.11,NA,0,0,34,-40.807999
2019-07-22 06:33:00,97.3,40.12,NA,0,0,33,-40.807999
2019-07-22 06:48:00,97.3,40.13,NA,0,0,32,-40.792
2019-07-22 07:03:00,97.2,40.14,NA,0,0,33,-40.784
2019-07-22 07:03:00,97.2,NA,NA,0,3,32,-40.776001
2019-07-22 07:03:00,97.2,NA,NA,0,0,32,-40.776001
2019-07-22 07:03:00,97.2,NA,NA,0,4,32,-40.776001
2019-07-22 07:18:00,97.2,40.15,NA,10,7,34,-40.776001
2019-07-22 07:33:00,97.2,40.16,NA,26,30,32,-15.366
2019-07-22 07:48:00,97.2,NA,46.09,73,82,32,36.294998
2019-07-22 08:03:00,100,NA,46.11,182,170,40,122.82
2019-07-22 08:18:00,100,NA,46.14,210,217,47,150.416
2019-07-22 08:33:00,100,NA,46.19,271,285,44,222.097
2019-07-22 08:48:00,100,NA,46.26,380,393,42,330.600006
2019-07-22 09:03:00,100,NA,46.34,363,375,45,318.174011
2019-07-22 09:05:00,100,NA,46.35,392,404,45,340.859985
2019-07-22 09:05:00,100,NA,NA,406,424,45,354.578003
2019-07-22 09:05:00,100,NA,NA,376,389,45,324.786011
2019-07-22 09:06:00,100,NA,NA,423,433,45,366.208008
2019-07-22 09:18:00,100,NA,46.41,338,348,47,280.769989
2019-07-22 09:33:00,100,NA,46.48,287,298,49,229.199997
2019-07-22 09:48:00,100,NA,46.53,252,260,49,194.820007
2019-07-22 10:03:00,100,NA,46.57,229,236,52,166.169998
2019-07-22 10:05:00,100,NA,46.58,218,231,53,160.412003
2019-07-22 10:18:00,100,NA,46.59,126,133,55,65.903999
2019-07-22 10:33:00,100,NA,46.61,121,127,55,60.401001
2019-07-22 10:48:00,100,NA,46.62,115,122,54,54.91
2019-07-22 11:03:00,100,NA,46.64,110,114,54,49.418999
2019-07-22 11:18:00,100,NA,46.65,115,118,57,49.428001
2019-07-22 11:29:00,100,NA,NA,104,110,54,43.928001
2019-07-22 11:29:00,100,NA,46.66,104,110,54,43.928001
2019-07-22 11:33:00,100,NA,NA,104,110,55,43.928001
2019-07-22 11:48:00,100,NA,46.67,104,108,53,43.936001
2019-07-22 12:03:00,100,NA,46.68,99,102,53,38.444
2019-07-22 12:18:00,100,NA,46.69,99,101,52,38.444
2019-07-22 12:33:00,100,NA,46.7,99,98,52,32.952
2019-07-22 12:48:00,100,NA,46.71,93,97,52,32.952
2019-07-22 13:03:00,100,NA,NA,88,93,52,32.952
2019-07-22 13:18:00,100,NA,46.72,88,92,53,27.459999
2019-07-22 13:33:00,100,NA,46.73,82,88,52,27.459999
2019-07-22 13:48:00,100,NA,NA,88,89,55,21.968
2019-07-22 14:03:00,100,NA,46.74,82,85,52,21.968
2019-07-22 14:18:00,100,NA,46.75,77,83,50,21.968
2019-07-22 14:33:00,100,NA,NA,77,82,50,21.968
2019-07-22 14:48:00,100,NA,46.76,71,78,49,16.476
2019-07-22 15:03:00,100,NA,NA,71,75,47,16.476
2019-07-22 15:18:00,100,NA,NA,71,73,57,16.479
2019-07-22 15:33:00,100,NA,46.77,71,79,55,16.479
2019-07-22 15:48:00,100,NA,NA,77,82,55,16.476
2019-07-22 16:03:00,100,NA,NA,71,78,52,10.984
2019-07-22 16:18:00,100,NA,46.78,71,76,52,10.982
2019-07-22 16:33:00,100,NA,NA,71,78,53,10.984
2019-07-22 16:48:00,100,NA,NA,71,77,52,10.984
2019-07-22 17:03:00,100,NA,46.79,71,75,51,10.984
2019-07-22 17:18:00,100,NA,NA,66,70,47,10.984
2019-07-22 17:33:00,100,NA,NA,66,70,48,10.984
2019-07-22 17:48:00,100,NA,NA,66,69,49,5.491
2019-07-22 18:03:00,100,NA,46.8,66,73,49,10.984
2019-07-22 18:15:00,100,NA,NA,66,67,46,5.478
2019-07-22 18:17:00,100,NA,NA,60,69,45,5.437
2019-07-22 18:18:00,100,NA,NA,65,67,46,5.431
2019-07-22 18:33:00,100,NA,NA,48,53,46,0
2019-07-22 18:48:00,100,40.17,NA,10,14,48,-41.911999
2019-07-22 19:03:00,99.9,40.18,NA,0,1,48,-51.610001
2019-07-22 19:18:00,99.8,40.19,NA,0,0,48,-61.824001
2019-07-22 19:18:00,99.8,NA,NA,0,0,48,-56.672001
2019-07-22 19:33:00,99.7,40.21,NA,0,0,72,-82.176003
2019-07-22 19:48:00,99.6,40.23,NA,0,0,49,-56.660999
2019-07-22 20:03:00,99.6,40.24,NA,0,0,46,-56.672001
2019-07-22 20:18:00,99.5,40.26,NA,0,0,43,-56.672001
2019-07-22 20:33:00,99.4,40.27,NA,0,0,76,-87.294998
2019-07-22 20:48:00,99.3,40.29,NA,0,0,74,-87.294998
2019-07-22 21:03:00,99.2,40.31,NA,0,0,72,-87.278
2019-07-22 21:18:00,99.1,40.34,NA,0,0,95,-107.625
2019-07-22 21:33:00,98.9,40.36,NA,0,0,56,-66.82
2019-07-22 21:48:00,98.8,40.38,NA,0,0,55,-66.793999
2019-07-22 22:03:00,98.7,40.4,NA,0,0,56,-66.767998
2019-07-22 22:18:00,98.7,40.41,NA,0,0,57,-66.728996
2019-07-22 22:33:00,98.6,40.43,NA,0,0,48,-61.619999
2019-07-22 22:48:00,98.5,40.44,NA,0,0,49,-61.596001
2019-07-22 23:03:00,98.4,40.46,NA,0,0,49,-61.560001
2019-07-22 23:09:00,98.4,NA,NA,0,0,48,-61.560001
2019-07-22 23:09:00,98.4,NA,NA,0,0,47,-61.560001
2019-07-22 23:10:00,98.4,NA,NA,0,0,47,-61.548
2019-07-22 23:10:00,98.4,NA,NA,0,0,49,-61.548
2019-07-22 23:12:00,98.4,NA,NA,0,0,48,-61.548
2019-07-22 23:12:00,98.4,NA,NA,0,0,49,-61.548
2019-07-22 23:12:00,98.4,40.47,NA,0,0,48,-61.548
2019-07-22 23:13:00,98.4,NA,NA,0,0,50,-61.548
2019-07-22 23:14:00,98.4,NA,NA,0,0,50,-61.535999
2019-07-22 23:15:00,98.4,NA,NA,0,0,50,-61.535999
2019-07-22 23:15:00,98.4,NA,NA,0,0,49,-61.535999
2019-07-22 23:15:00,98.4,NA,NA,0,0,49,-56.408001
2019-07-22 23:16:00,98.4,NA,NA,0,0,49,-56.408001
2019-07-22 23:16:00,98.4,NA,NA,0,0,47,-56.408001
2019-07-22 23:16:00,98.4,NA,NA,0,0,48,-56.408001
2019-07-22 23:16:00,98.4,NA,NA,0,0,47,-56.418999
2019-07-22 23:17:00,98.3,NA,NA,0,0,47,-56.418999
2019-07-22 23:18:00,98.3,NA,NA,0,0,47,-56.418999
2019-07-22 23:19:00,98.3,NA,NA,0,0,47,-56.418999
2019-07-22 23:19:00,98.3,NA,NA,0,0,46,-56.418999
2019-07-22 23:19:00,98.3,NA,NA,0,0,48,-56.418999
2019-07-22 23:20:00,98.3,NA,NA,0,0,47,-56.418999
2019-07-22 23:33:00,98.3,40.49,NA,0,0,49,-56.396999
2019-07-22 23:48:00,98.2,40.5,NA,0,0,46,-56.375
2019-07-23 00:03:00,98.1,40.51,NA,0,0,47,-56.353001
2019-07-23 00:18:00,98.1,40.53,NA,0,0,46,-56.32
2019-07-23 00:33:00,98,40.54,NA,0,0,47,-56.298
2019-07-23 00:48:00,97.9,40.56,NA,0,0,46,-56.276001
2019-07-23 01:03:00,97.8,40.57,NA,0,0,48,-56.243
2019-07-23 01:18:00,97.8,40.59,NA,0,0,49,-56.209999
2019-07-23 01:33:00,97.7,40.6,NA,0,0,47,-56.188
2019-07-23 01:48:00,97.6,40.61,NA,0,0,45,-56.166
2019-07-23 02:03:00,97.6,40.63,NA,0,0,44,-56.154999
2019-07-23 02:18:00,97.5,40.64,NA,0,0,32,-40.872002
2019-07-23 02:33:00,97.5,40.65,NA,0,0,32,-40.855999
2019-07-23 02:48:00,97.4,40.66,NA,0,0,32,-40.84
2019-07-23 03:03:00,97.4,40.67,NA,0,0,32,-40.832001
2019-07-23 03:18:00,97.3,40.68,NA,0,0,32,-40.816002
2019-07-23 03:33:00,97.3,40.69,NA,0,0,34,-45.890999
2019-07-23 03:48:00,97.2,40.7,NA,0,0,32,-40.784
2019-07-23 03:55:00,97.2,40.71,NA,0,0,34,-45.863998
2019-07-23 03:55:00,97.2,NA,NA,0,0,34,-45.863998
2019-07-23 03:55:00,97.2,NA,NA,0,0,35,-45.863998
2019-07-23 04:03:00,97.2,NA,NA,0,0,32,-40.776001
