"Timestamp (Africa/Kigali)","Battery Monitor State of Charge (%)","Battery Monitor Discharged Energy (kWh)","Battery Monitor Charged Energy (kWh)","Solar Charger Battery Power (W)","Solar Charger PV Power (W)","System Overview AC Consumption (W)","System Overview Battery Power (W)"
2019-11-04 16:49:00,100,NA,NA,82,80,58,0
2019-11-04 16:50:00,100,NA,NA,76,79,58,0
2019-11-04 17:01:00,99.9,163,NA,26,28,132,-119.530998
2019-11-04 17:16:00,99.7,163.03,NA,21,21,146,-143.556
2019-11-04 17:31:00,99.4,163.08,NA,5,8,198,-214.619995
2019-11-04 17:46:00,99,163.14,NA,0,1,193,-214.703995
2019-11-04 17:56:00,98.7,NA,NA,0,1,189,-214.746002
2019-11-04 17:56:00,98.7,163.17,NA,0,1,189,-214.746002
2019-11-04 18:01:00,98.6,163.19,NA,0,0,188,-209.673996
2019-11-04 18:16:00,98.3,163.24,NA,0,0,189,-209.632996
2019-11-04 18:31:00,97.9,163.29,NA,0,0,180,-199.367996
2019-11-04 18:46:00,97.7,163.33,NA,0,0,63,-77.175003
2019-11-04 19:01:00,97.6,163.35,NA,0,0,66,-77.114998
2019-11-04 19:16:00,97.5,163.37,NA,0,0,65,-77.084999
2019-11-04 19:31:00,97.3,163.4,NA,0,0,129,-148.335007
2019-11-04 19:46:00,97,163.43,NA,0,0,124,-143.192001
2019-11-04 20:01:00,96.8,163.47,NA,0,0,124,-148.218994
2019-11-04 20:16:00,96.6,163.51,NA,0,0,128,-148.132004
2019-11-04 20:31:00,96.3,163.54,NA,0,0,131,-148.016006
2019-11-04 20:46:00,96.1,163.58,NA,0,0,131,-147.929001
2019-11-04 21:01:00,95.9,163.61,NA,0,0,105,-122.519997
2019-11-04 21:16:00,95.7,163.64,NA,0,0,67,-81.823997
2019-11-04 21:31:00,95.6,163.66,NA,0,0,67,-81.792
2019-11-04 21:46:00,95.5,163.68,NA,0,0,64,-76.665001
2019-11-04 22:01:00,95.4,163.7,NA,0,0,67,-81.711998
2019-11-04 22:16:00,95.3,163.72,NA,0,0,66,-76.589996
2019-11-04 22:31:00,95.2,163.74,NA,0,0,65,-76.559998
2019-11-04 22:46:00,95.1,163.76,NA,0,0,66,-81.615997
2019-11-04 23:01:00,95,163.78,NA,0,0,66,-81.599998
2019-11-04 23:16:00,94.9,163.8,NA,0,0,64,-76.470001
2019-11-04 23:31:00,94.8,163.82,NA,0,0,59,-71.358002
2019-11-04 23:46:00,94.7,163.83,NA,0,0,60,-76.410004
2019-11-05 00:01:00,94.6,163.85,NA,0,0,59,-71.302002
2019-11-05 00:16:00,94.5,163.87,NA,0,0,60,-71.274002
2019-11-05 00:31:00,94.4,163.89,NA,0,0,61,-76.32
2019-11-05 00:46:00,94.3,163.91,NA,0,0,60,-71.218002
2019-11-05 01:01:00,94.2,163.92,NA,0,0,59,-71.190002
2019-11-05 01:16:00,94.1,163.94,NA,0,0,59,-71.162003
2019-11-05 01:31:00,94,163.96,NA,0,0,60,-76.214996
2019-11-05 01:46:00,93.9,163.98,NA,0,0,55,-71.134003
2019-11-05 02:01:00,93.8,163.99,NA,0,0,54,-66.027
2019-11-05 02:16:00,93.7,164.01,NA,0,0,54,-66.000999
2019-11-05 02:31:00,93.6,164.03,NA,0,0,56,-71.050003
2019-11-05 02:46:00,93.5,164.05,NA,0,0,54,-65.974998
2019-11-05 03:01:00,93.5,164.06,NA,0,0,54,-65.948997
2019-11-05 03:16:00,93.4,164.08,NA,0,0,53,-65.935997
2019-11-05 03:31:00,93.3,164.1,NA,0,0,55,-65.910004
2019-11-05 03:46:00,93.2,164.11,NA,0,0,53,-65.897003
2019-11-05 04:01:00,93.1,164.13,NA,0,0,54,-65.884003
2019-11-05 04:16:00,93,164.15,NA,0,0,53,-65.871002
2019-11-05 04:31:00,92.9,164.16,NA,0,0,55,-70.910004
2019-11-05 04:46:00,92.8,164.18,NA,0,0,63,-75.945
2019-11-05 05:01:00,92.7,164.2,NA,0,0,58,-70.867996
2019-11-05 05:16:00,92.6,164.21,NA,0,0,58,-70.839996
2019-11-05 05:31:00,92.5,164.23,NA,0,0,60,-70.825996
2019-11-05 05:31:00,92.5,NA,NA,5,6,59,-70.839996
2019-11-05 05:31:00,92.5,NA,NA,0,4,59,-70.825996
2019-11-05 05:46:00,92.5,164.25,NA,15,17,60,-60.743999
2019-11-05 06:01:00,92.4,164.26,NA,56,62,53,-10.18
2019-11-05 06:16:00,92.5,NA,185.41,182,189,52,114.487999
2019-11-05 06:31:00,92.6,NA,185.43,200,202,54,131.550003
2019-11-05 06:46:00,100,NA,185.49,299,311,55,234.651993
2019-11-05 07:01:00,100,NA,185.55,435,448,58,365.160004
2019-11-05 07:16:00,100,NA,185.64,519,529,70,427.153015
2019-11-05 07:31:00,100,NA,185.76,691,708,70,602.690002
2019-11-05 07:46:00,100,NA,185.92,821,838,72,723.900024
2019-11-05 07:46:00,100,NA,185.93,831,850,72,738.78302
2019-11-05 08:01:00,100,NA,186.08,654,669,67,568.062012
2019-11-05 08:16:00,100,NA,186.21,534,546,64,453.381012
2019-11-05 08:31:00,100,NA,186.31,454,464,61,372.970001
2019-11-05 08:46:00,100,NA,186.4,385,397,58,309.906006
2019-11-05 08:46:00,100,NA,NA,132,127,58,21.98
2019-11-05 09:01:00,100,NA,186.44,253,262,58,181.533005
2019-11-05 09:16:00,100,NA,186.49,226,234,56,159.529007
2019-11-05 09:31:00,100,NA,186.52,220,226,64,137.524994
2019-11-05 09:46:00,100,NA,186.55,341,352,195,121.022003
2019-11-05 10:01:00,100,NA,186.58,215,225,90,110.019997
2019-11-05 10:16:00,100,NA,186.61,440,451,309,93.5
2019-11-05 10:31:00,100,NA,186.63,424,436,305,88.015999
2019-11-05 10:32:00,100,NA,NA,378,391,324,21.892
2019-11-05 10:33:00,100,NA,NA,549,556,323,181.070999
2019-11-05 10:34:00,100,NA,186.64,449,464,357,54.75
2019-11-05 10:35:00,100,NA,NA,532,540,368,109.599998
2019-11-05 10:46:00,100,NA,186.65,473,485,351,77.014
2019-11-05 10:51:00,100,NA,186.66,372,377,347,-16.400999
2019-11-05 10:51:00,100,NA,NA,681,673,345,246.554993
2019-11-05 11:01:00,100,NA,186.67,451,463,343,66.012001
2019-11-05 11:16:00,100,NA,186.69,446,455,340,66.024002
2019-11-05 11:23:00,100,NA,NA,383,404,334,21.903999
2019-11-05 11:24:00,100,NA,NA,581,587,338,208.315994
2019-11-05 11:29:00,100,NA,186.7,372,384,340,0
2019-11-05 11:29:00,100,NA,NA,471,471,336,87.664001
2019-11-05 11:29:00,100,NA,NA,455,462,335,76.818001
2019-11-05 11:31:00,100,NA,NA,429,442,336,55
2019-11-05 11:31:00,100,NA,NA,389,402,334,21.9
2019-11-05 11:32:00,100,NA,NA,527,525,332,153.664001
2019-11-05 11:46:00,100,NA,186.71,424,433,336,49.508999
2019-11-05 12:01:00,100,NA,186.73,440,452,358,44.007999
2019-11-05 12:12:00,100,NA,NA,443,436,358,16.386
2019-11-05 12:12:00,100,NA,186.74,698,671,357,223.408997
2019-11-05 12:16:00,100,NA,NA,429,445,354,38.507
2019-11-05 12:31:00,100,NA,186.75,359,370,366,-43.576
2019-11-05 12:31:00,100,NA,NA,346,356,372,-59.509998
2019-11-05 12:31:00,100,NA,NA,673,677,385,201.723999
2019-11-05 12:31:00,100,NA,NA,452,459,378,32.700001
2019-11-05 12:32:00,100,NA,NA,544,550,384,104.082001
2019-11-05 12:35:00,100,NA,NA,238,249,344,-140.815994
2019-11-05 12:36:00,100,NA,NA,937,904,348,357.588013
2019-11-05 12:46:00,100,NA,186.76,407,416,340,33.012001
2019-11-05 13:01:00,100,NA,NA,138,145,100,27.51
2019-11-05 13:16:00,100,NA,186.77,132,139,93,27.51
2019-11-05 13:31:00,100,NA,186.78,121,127,85,22.007999
2019-11-05 13:46:00,100,NA,NA,116,120,78,22.007999
2019-11-05 14:01:00,100,NA,186.79,116,120,82,16.503
2019-11-05 14:07:00,100,NA,NA,221,230,301,-108.080002
2019-11-05 14:08:00,100,NA,NA,261,266,338,-122.521004
2019-11-05 14:08:00,100,NA,NA,442,458,33,391.299011
2019-11-05 14:09:00,100,NA,NA,126,133,33,80.388
2019-11-05 14:13:00,100,NA,186.8,109,113,34,57.41
2019-11-05 14:16:00,100,NA,NA,61,67,33,16.506001
2019-11-05 14:31:00,100,NA,NA,66,67,34,16.506001
2019-11-05 14:46:00,100,NA,NA,66,69,35,16.506001
2019-11-05 14:57:00,100,NA,186.81,288,296,298,-43.495998
2019-11-05 14:58:00,100,NA,NA,344,347,296,0
2019-11-05 15:01:00,100,164.27,NA,191,196,294,-138.138
2019-11-05 15:16:00,99.8,164.29,NA,174,181,297,-154.020004
2019-11-05 15:31:00,99.6,164.32,NA,216,223,297,-113.211998
2019-11-05 15:46:00,99.4,164.36,NA,175,185,294,-148.914993
2019-11-05 16:01:00,99.4,164.37,186.82,165,173,54,90.626999
2019-11-05 16:16:00,100,NA,186.85,216,226,97,105.088997
2019-11-05 16:31:00,100,164.38,186.86,119,126,113,-10.834
2019-11-05 16:46:00,100,NA,NA,89,91,122,-52.200001
2019-11-05 17:01:00,99.9,164.4,NA,41,42,121,-97.717003
2019-11-05 17:16:00,99.6,164.44,NA,10,16,191,-199.173004
2019-11-05 17:31:00,99.3,164.49,NA,5,10,184,-199.328995
2019-11-05 17:46:00,98.9,164.54,NA,0,3,180,-204.440002
2019-11-05 17:56:00,98.7,164.57,NA,0,1,180,-199.328995
2019-11-05 17:56:00,98.7,NA,NA,0,0,180,-199.328995
2019-11-05 18:01:00,98.6,164.59,NA,0,0,180,-199.328995
2019-11-05 18:16:00,98.3,164.64,NA,0,0,174,-194.218002
2019-11-05 18:31:00,97.9,164.69,NA,0,0,204,-229.589996
2019-11-05 18:46:00,97.5,164.74,NA,0,0,207,-229.5
2019-11-05 19:01:00,97.1,164.8,NA,0,0,201,-224.268005
2019-11-05 19:16:00,96.7,164.86,NA,0,0,206,-224.091995
2019-11-05 19:31:00,96.3,164.91,NA,0,0,209,-234.093994
2019-11-05 19:46:00,95.9,164.97,NA,0,0,210,-233.863998
2019-11-05 20:01:00,95.5,165.03,NA,0,0,208,-228.600006
2019-11-05 20:16:00,95.1,165.09,NA,0,0,205,-228.375
2019-11-05 20:31:00,94.8,165.12,NA,0,0,57,-71.540001
2019-11-05 20:46:00,94.7,165.14,NA,0,0,58,-71.484001
2019-11-05 21:01:00,94.6,165.16,NA,0,0,66,-81.599998
2019-11-05 21:16:00,94.5,165.18,NA,0,0,67,-81.552002
2019-11-05 21:31:00,94.4,165.2,NA,0,0,66,-76.425003
2019-11-05 21:46:00,94.3,165.22,NA,0,0,65,-81.487999
2019-11-05 22:01:00,94.2,165.24,NA,0,0,67,-81.440002
2019-11-05 22:16:00,94,165.26,NA,0,0,64,-76.334999
2019-11-05 22:31:00,94,165.28,NA,0,0,58,-71.232002
2019-11-05 22:46:00,93.9,165.3,NA,0,0,57,-71.218002
2019-11-05 23:01:00,93.8,165.31,NA,0,0,57,-71.190002
2019-11-05 23:16:00,93.7,165.33,NA,0,0,58,-71.162003
2019-11-05 23:31:00,93.6,165.35,NA,0,0,57,-71.134003
2019-11-05 23:46:00,93.5,165.37,NA,0,0,58,-71.092003
2019-11-06 00:01:00,93.4,165.39,NA,0,0,65,-76.065002
2019-11-06 00:16:00,93.3,165.4,NA,0,0,54,-66.000999
2019-11-06 00:31:00,93.2,165.42,NA,0,0,54,-65.974998
2019-11-06 00:46:00,93.1,165.44,NA,0,0,55,-65.935997
2019-11-06 01:01:00,93,165.45,NA,0,0,54,-65.935997
2019-11-06 01:16:00,92.9,165.47,NA,0,0,54,-65.910004
2019-11-06 01:31:00,92.8,165.49,NA,0,0,56,-70.952003
2019-11-06 01:46:00,92.8,165.5,NA,0,0,54,-65.871002
2019-11-06 02:01:00,92.7,165.52,NA,0,0,53,-65.858002
2019-11-06 02:16:00,92.6,165.54,NA,0,0,54,-65.832001
2019-11-06 02:31:00,92.5,165.55,NA,0,0,56,-70.882004
2019-11-06 02:46:00,92.4,165.57,NA,0,0,54,-65.819
2019-11-06 03:01:00,92.3,165.59,NA,0,0,54,-65.806
2019-11-06 03:16:00,92.2,165.6,NA,0,0,56,-70.825996
2019-11-06 03:31:00,92.1,165.62,NA,0,0,54,-65.766998
2019-11-06 03:46:00,92,165.64,NA,0,0,54,-65.753998
2019-11-06 04:01:00,92,165.65,NA,0,0,54,-65.740997
2019-11-06 04:16:00,91.9,165.67,NA,0,0,57,-70.769997
2019-11-06 04:31:00,91.8,165.69,NA,0,0,76,-90.846001
2019-11-06 04:46:00,91.6,165.71,NA,0,0,74,-85.781998
2019-11-06 05:01:00,91.5,165.73,NA,0,0,74,-85.764999
2019-11-06 05:16:00,91.4,165.75,NA,0,0,76,-90.774002
2019-11-06 05:28:00,91.3,165.77,NA,0,0,69,-80.704002
2019-11-06 05:28:00,91.3,NA,NA,5,6,69,-80.704002
2019-11-06 05:28:00,91.3,NA,NA,5,6,70,-85.748001
2019-11-06 05:31:00,91.3,165.78,NA,5,5,72,-85.731003
2019-11-06 05:46:00,91.1,165.8,NA,10,15,70,-75.675003
2019-11-06 06:01:00,91.1,165.81,NA,56,62,42,0
2019-11-06 06:16:00,91.2,NA,186.87,82,93,44,30.917999
2019-11-06 06:31:00,91.2,NA,186.88,83,88,50,15.477
2019-11-06 06:46:00,91.2,NA,186.89,125,133,51,62.52
2019-11-06 07:01:00,91.4,NA,186.91,200,206,52,131.850006
2019-11-06 07:16:00,100,NA,186.98,522,535,52,451.920013
2019-11-06 07:31:00,100,NA,187.09,644,657,63,557.023987
2019-11-06 07:46:00,100,NA,187.25,736,755,61,648.906982
2019-11-06 08:01:00,100,NA,187.41,701,718,65,613.200012
2019-11-06 08:16:00,100,NA,187.58,824,848,63,738.708984
2019-11-06 08:19:00,100,NA,187.61,825,846,65,739.440002
2019-11-06 08:20:00,100,NA,187.63,830,853,58,743.340027
2019-11-06 08:31:00,100,NA,187.75,711,726,59,624.679016
2019-11-06 08:46:00,100,NA,187.89,579,593,56,498.596985
2019-11-06 09:01:00,100,NA,188,482,495,53,412.70401
2019-11-06 09:16:00,100,NA,188.1,407,419,45,343.859985
2019-11-06 09:19:00,100,NA,188.11,401,412,48,332.455994
2019-11-06 09:31:00,100,NA,188.15,253,261,46,192.324997
2019-11-06 09:46:00,100,NA,188.2,225,235,46,164.850006
2019-11-06 10:01:00,100,NA,188.24,214,222,55,148.391998
2019-11-06 10:16:00,100,NA,188.27,203,207,57,126.407997
2019-11-06 10:31:00,100,NA,188.3,181,190,53,115.416
2019-11-06 10:46:00,100,NA,188.33,165,172,50,104.424004
2019-11-06 11:01:00,100,NA,188.35,165,173,58,93.431999
2019-11-06 11:16:00,100,NA,188.37,159,163,62,76.93
2019-11-06 11:31:00,100,NA,188.39,170,177,81,71.447998
2019-11-06 11:46:00,100,NA,188.41,159,161,76,65.952003
2019-11-06 12:01:00,100,NA,188.42,143,150,73,54.950001
2019-11-06 12:16:00,100,NA,188.44,132,137,69,49.464001
2019-11-06 12:31:00,100,NA,188.45,132,136,70,43.967999
2019-11-06 12:46:00,100,NA,188.46,121,123,66,38.472
2019-11-06 13:01:00,100,NA,188.47,110,117,64,32.976002
2019-11-06 13:16:00,100,NA,NA,115,116,68,27.475
2019-11-06 13:31:00,100,NA,188.48,170,175,120,27.48
2019-11-06 13:46:00,100,NA,188.49,99,107,66,21.98
2019-11-06 14:01:00,100,NA,NA,99,103,61,21.983999
2019-11-06 14:03:00,100,NA,NA,88,93,64,10.932
2019-11-06 14:04:00,100,NA,NA,76,79,63,0
2019-11-06 14:16:00,100,NA,NA,107,112,63,32.124001
2019-11-06 14:31:00,100,NA,188.5,42,45,51,-21.096001
2019-11-06 14:46:00,100,NA,NA,84,86,66,0
2019-11-06 15:01:00,100,NA,NA,122,127,70,37.240002
2019-11-06 15:06:00,100,NA,NA,165,175,70,79.674004
2019-11-06 15:07:00,100,NA,188.51,178,179,68,85.830002
2019-11-06 15:14:00,100,NA,NA,109,112,38,51.588001
2019-11-06 15:16:00,100,NA,NA,71,76,40,21.983999
2019-11-06 15:31:00,100,NA,188.52,71,76,39,16.485001
2019-11-06 15:46:00,100,NA,NA,82,83,45,16.482
2019-11-06 16:01:00,100,NA,188.53,82,87,49,16.485001
2019-11-06 16:16:00,100,NA,NA,82,87,51,16.488001
2019-11-06 16:31:00,100,NA,188.54,88,94,53,16.485001
2019-11-06 16:38:00,100,NA,NA,98,100,75,0
2019-11-06 16:39:00,100,165.82,NA,96,101,126,-53.57
2019-11-06 16:46:00,100,NA,NA,52,59,113,-78.345001
2019-11-06 17:01:00,99.8,165.85,NA,46,48,146,-118.174004
2019-11-06 17:16:00,99.6,165.88,NA,10,16,167,-174.080002
2019-11-06 17:31:00,99.2,165.94,NA,10,10,226,-240.029007
2019-11-06 17:46:00,98.8,166,NA,5,5,228,-250.242996
2019-11-06 17:58:00,98.4,166.05,NA,0,2,200,-224.972
2019-11-06 17:58:00,98.4,NA,NA,0,2,200,-224.972
2019-11-06 18:01:00,98.3,166.06,NA,0,0,202,-224.972
2019-11-06 18:16:00,98,166.11,NA,0,0,202,-219.772995
2019-11-06 18:31:00,97.5,166.18,NA,0,0,266,-290.471985
2019-11-06 18:46:00,97,166.24,NA,0,0,197,-229.679993
2019-11-06 19:01:00,96.5,166.31,NA,0,0,260,-284.984009
2019-11-06 19:16:00,93.2,166.59,NA,0,0,187,-208.936005
2019-11-06 19:31:00,88.3,166.98,NA,0,0,1720,-1930.994019
2019-11-06 19:46:00,86.7,167.12,NA,0,0,230,-251.600006
2019-11-06 20:01:00,86.2,167.19,NA,0,0,238,-261.09201
2019-11-06 20:16:00,85.7,167.25,NA,0,0,237,-260.727997
2019-11-06 20:31:00,85.5,167.29,NA,0,0,97,-110.902
2019-11-06 20:46:00,85.3,167.32,NA,0,0,131,-145.841003
2019-11-06 21:01:00,85,167.36,NA,0,0,151,-165.692993
2019-11-06 21:16:00,84.8,167.4,NA,0,0,182,-200.679993
2019-11-06 21:31:00,84.5,167.44,NA,0,0,131,-150.600006
2019-11-06 21:46:00,84.2,167.48,NA,0,0,157,-175.384995
2019-11-06 22:01:00,83.9,167.52,NA,0,0,145,-160.384003
2019-11-06 22:16:00,83.6,167.57,NA,0,0,158,-180.216003
2019-11-06 22:31:00,83.4,167.61,NA,0,0,130,-150.300003
2019-11-06 22:46:00,83.1,167.64,NA,0,0,132,-150.240005
2019-11-06 23:01:00,82.9,167.68,NA,0,0,127,-145.203003
2019-11-06 23:16:00,82.6,167.72,NA,0,0,129,-150.149994
2019-11-06 23:31:00,82.4,167.75,NA,0,0,129,-145.087006
2019-11-06 23:46:00,82.2,167.79,NA,0,0,128,-145.057999
2019-11-07 00:01:00,81.9,167.82,NA,0,0,85,-100.260002
2019-11-07 00:16:00,81.9,167.84,NA,0,0,32,-45.297001
2019-11-07 00:31:00,81.8,167.85,NA,0,0,32,-45.287998
2019-11-07 00:46:00,81.8,167.86,NA,0,0,34,-45.27
2019-11-07 01:01:00,81.7,167.87,NA,0,0,33,-45.278999
2019-11-07 01:16:00,81.7,167.88,NA,0,0,32,-45.27
2019-11-07 01:31:00,81.6,167.89,NA,0,0,34,-45.251999
2019-11-07 01:46:00,81.6,167.9,NA,0,0,32,-45.251999
2019-11-07 02:01:00,81.5,167.91,NA,0,0,33,-45.251999
2019-11-07 02:16:00,81.4,167.92,NA,0,0,34,-45.243
2019-11-07 02:31:00,81.4,167.94,NA,0,0,31,-45.243
2019-11-07 02:46:00,81.3,167.95,NA,0,0,32,-45.234001
2019-11-07 03:01:00,81.3,167.96,NA,0,0,33,-45.224998
2019-11-07 03:16:00,81.2,167.97,NA,0,0,32,-45.224998
2019-11-07 03:31:00,81.2,167.98,NA,0,0,32,-45.216
2019-11-07 03:46:00,81.1,167.99,NA,0,0,32,-45.216
2019-11-07 04:01:00,81.1,168,NA,0,0,32,-45.207001
2019-11-07 04:16:00,81,168.01,NA,0,0,32,-45.207001
2019-11-07 04:31:00,81,168.02,NA,0,0,31,-45.198002
2019-11-07 04:46:00,80.9,168.03,NA,0,0,32,-45.198002
2019-11-07 05:01:00,80.9,168.04,NA,0,0,32,-45.188999
2019-11-07 05:16:00,80.8,168.06,NA,0,0,31,-45.18
2019-11-07 05:31:00,80.8,168.07,NA,0,0,60,-75.150002
2019-11-07 05:38:00,80.7,NA,NA,0,2,73,-85.068001
2019-11-07 05:38:00,80.7,168.08,NA,0,0,73,-85.068001
2019-11-07 05:38:00,80.7,NA,NA,0,4,74,-85.068001
2019-11-07 05:46:00,80.6,168.09,NA,10,8,65,-75.089996
2019-11-07 06:01:00,80.6,168.1,NA,45,46,38,-10.07
2019-11-07 06:16:00,80.6,NA,NA,97,100,50,35.595001
2019-11-07 06:31:00,80.7,NA,188.55,139,145,53,72.099998
2019-11-07 06:46:00,81,NA,188.59,231,238,52,168.160004
2019-11-07 07:01:00,81.5,NA,188.65,247,256,52,184.065002
2019-11-07 07:16:00,100,NA,188.73,461,475,51,397.049988
2019-11-07 07:31:00,100,NA,188.81,353,361,50,290.125
2019-11-07 07:46:00,100,NA,188.94,822,836,55,741.197998
2019-11-07 08:01:00,100,NA,189.12,853,876,56,777.16803
2019-11-07 08:16:00,100,NA,189.19,254,259,55,184.975006
2019-11-07 08:31:00,100,NA,189.31,567,583,66,491.127014
2019-11-07 08:46:00,100,NA,189.41,1446,1483,309,1093.30603
2019-11-07 09:01:00,100,NA,189.6,1180,1203,370,748.02002
2019-11-07 09:16:00,99.7,168.22,189.73,1549,1584,370,1118.530029
2019-11-07 09:31:00,100,NA,189.88,531,547,371,132.725006
2019-11-07 09:46:00,100,168.23,189.95,1346,1369,383,913.934998
2019-11-07 10:01:00,100,NA,190.07,545,565,370,144.207001
2019-11-07 10:10:00,100,NA,190.11,1588,1619,368,1156.651978
2019-11-07 10:10:00,100,NA,190.12,1318,1341,364,894.85199
2019-11-07 10:10:00,100,NA,NA,1585,1616,365,1166.267944
2019-11-07 10:10:00,100,NA,190.13,1273,1325,365,872.184998
2019-11-07 10:11:00,100,NA,NA,1506,1535,366,1077.300049
2019-11-07 10:15:00,100,NA,190.17,721,736,360,319.89801
2019-11-07 10:16:00,100,NA,NA,867,896,359,515.184998
2019-11-07 10:16:00,100,NA,190.18,1573,1591,361,1137.800049
2019-11-07 10:17:00,100,NA,190.19,1333,1364,357,924.046997
2019-11-07 10:18:00,100,NA,190.2,1484,1508,357,1070.20105
2019-11-07 10:18:00,100,NA,NA,845,878,359,460.981995
2019-11-07 10:30:00,100,NA,190.26,1499,1467,354,906.552002
2019-11-07 10:30:00,100,NA,190.27,1258,1299,354,880.880005
2019-11-07 10:31:00,100,NA,NA,716,735,352,319.406006
2019-11-07 10:32:00,100,NA,190.28,1512,1515,353,1046.776001
2019-11-07 10:33:00,100,NA,190.29,971,1015,349,615.22998
2019-11-07 10:46:00,100,NA,190.32,726,736,351,333.436005
2019-11-07 10:56:00,100,NA,190.38,1313,1309,339,804.23999
2019-11-07 10:56:00,100,NA,NA,894,923,335,550.76001
2019-11-07 10:57:00,100,NA,190.39,1187,1223,334,804.122986
2019-11-07 10:58:00,100,NA,190.4,1014,1032,336,623.590027
2019-11-07 10:58:00,100,NA,NA,1018,1122,338,858.984985
2019-11-07 10:58:00,100,NA,NA,1087,1114,338,706.63501
2019-11-07 10:59:00,100,NA,190.41,836,865,333,483.75
2019-11-07 11:01:00,100,NA,190.42,478,489,334,108.559998
2019-11-07 11:01:00,100,NA,NA,431,438,338,43.096001
2019-11-07 11:16:00,99.8,168.26,NA,57,59,346,-319.609985
2019-11-07 11:31:00,99.5,168.3,NA,253,261,350,-129.225006
2019-11-07 11:41:00,99.7,168.31,190.46,832,848,40,762.888
2019-11-07 11:41:00,99.7,NA,NA,810,827,40,746.719971
2019-11-07 11:46:00,100,NA,190.51,696,712,41,631.72998
2019-11-07 11:48:00,100,NA,190.54,646,665,43,588.953979
2019-11-07 11:55:00,100,NA,190.6,637,652,51,567.369019
2019-11-07 12:01:00,100,NA,190.65,896,914,326,522.521973
2019-11-07 12:02:00,100,NA,190.66,844,866,321,484.415009
2019-11-07 12:05:00,100,NA,190.67,421,433,320,70.199997
2019-11-07 12:16:00,100,NA,190.68,160,169,39,117.127998
2019-11-07 12:31:00,100,NA,190.75,434,451,38,383.247986
2019-11-07 12:41:00,100,NA,190.8,459,466,38,395.714996
2019-11-07 12:41:00,100,NA,NA,443,453,38,384.981995
2019-11-07 12:46:00,100,NA,190.83,420,429,40,361.872009
2019-11-07 13:01:00,100,NA,190.91,368,376,37,315.920013
2019-11-07 13:16:00,100,NA,190.98,328,337,36,275.712006
2019-11-07 13:31:00,100,NA,191.05,293,303,36,241.205994
2019-11-07 13:46:00,100,NA,191.1,259,265,37,201.039993
2019-11-07 14:01:00,100,NA,191.15,218,223,36,166.576004
2019-11-07 14:10:00,100,NA,191.17,195,200,36,143.600006
2019-11-07 14:16:00,100,NA,191.18,143,147,37,93.619003
2019-11-07 14:31:00,100,NA,191.2,132,135,36,82.605003
2019-11-07 14:46:00,100,NA,191.22,132,135,48,71.578003
2019-11-07 15:01:00,100,NA,191.24,116,123,48,55.07
2019-11-07 15:16:00,100,NA,191.25,105,108,42,49.554001
2019-11-07 15:31:00,100,NA,191.26,94,97,40,38.549
2019-11-07 15:46:00,100,NA,191.27,88,93,41,38.549
2019-11-07 16:01:00,100,NA,191.28,94,98,49,33.035999
2019-11-07 16:16:00,100,NA,191.29,88,94,48,27.535
2019-11-07 16:31:00,100,NA,NA,83,86,42,27.530001
2019-11-07 16:46:00,100,NA,191.3,72,80,40,27.535
2019-11-07 16:50:00,100,NA,NA,71,74,41,16.452
2019-11-07 16:51:00,100,NA,NA,71,73,41,16.292999
2019-11-07 17:01:00,100,NA,NA,37,40,41,-21.4
2019-11-07 17:16:00,99.9,168.32,NA,16,21,135,-134.576004
2019-11-07 17:31:00,99.7,168.36,NA,10,14,132,-133.692001
2019-11-07 17:46:00,99.4,168.4,NA,0,2,189,-204.759995
2019-11-07 17:56:00,99.1,NA,NA,0,0,246,-270.565002
2019-11-07 17:56:00,99.1,168.45,NA,0,1,246,-270.565002
2019-11-07 18:01:00,99,168.47,NA,0,0,246,-270.565002
2019-11-07 18:16:00,98.5,168.53,NA,0,0,265,-295.68399
2019-11-07 18:31:00,98,168.6,NA,0,0,245,-270.299988
2019-11-07 18:46:00,97.4,168.68,NA,0,0,1754,-1951.482056
2019-11-07 19:01:00,94.8,168.9,NA,0,0,229,-255.050003
2019-11-07 19:16:00,94.3,168.96,NA,0,0,227,-249.703995
2019-11-07 19:31:00,93.9,169.02,NA,0,0,226,-249.507996
2019-11-07 19:46:00,93.4,169.08,NA,0,0,201,-224.091995
2019-11-07 20:01:00,93.1,169.14,NA,0,0,200,-218.826996
2019-11-07 20:16:00,92.7,169.19,NA,0,0,198,-218.697998
2019-11-07 20:31:00,92.3,169.25,NA,0,0,200,-223.608002
2019-11-07 20:46:00,91.9,169.3,NA,0,0,196,-218.397003
2019-11-07 21:01:00,91.5,169.36,NA,0,0,201,-223.255997
2019-11-07 21:16:00,91.1,169.41,NA,0,0,199,-218.052994
2019-11-07 21:31:00,90.7,169.47,NA,0,0,199,-217.923996
2019-11-07 21:46:00,90.3,169.52,NA,0,0,194,-212.688004
2019-11-07 22:01:00,89.9,169.58,NA,0,0,197,-217.580002
2019-11-07 22:16:00,89.6,169.63,NA,0,0,196,-217.451004
2019-11-07 22:31:00,89.2,169.68,NA,0,0,196,-217.279007
2019-11-07 22:46:00,88.8,169.73,NA,0,0,192,-212.100006
2019-11-07 23:01:00,88.4,169.79,NA,0,0,193,-211.932007
